userName,score,at,content
Pengguna Google,3,2025-03-14 12:39:15,Sekarang jadi agak lambat ya
Pengguna Google,1,2025-03-14 12:38:38,Baru akan belanja yg pertama ttp ternyata susah loadingnya. Toko Pedia tdk serius mengelola mitra bisnisnya.
Pengguna Google,1,2025-03-14 12:35:56,"Belanja di tokopedia lebih baik jangan pake asuransi. Percuma menurut saya pihak asuransi hanya mengambil keuntungan dari premi saja. Saya kehilangan barang dari bulan februari sampai saat ini maret 2025, dana refound blm dikembalikan ke saldo, padahal batas pengembalian max tgl 12 maret 2025. Pas saya lihat di ulasan , ternyata banyak jga yg uang saldo tidak kembali & nilainya fantastis ya.. Laporan di tokopedia sudah ditutup sepihak, jadinya saya ga bisa complain lagi bahwa dana blm kembali..."
Pengguna Google,1,2025-03-14 12:21:38,ongkir nya mahal bener..😭😭
Pengguna Google,1,2025-03-14 12:06:53,"Aplikasi sampah,kalau gak di update gak mau ke buka, beda sama si Oren meskipun gak di update tetap bisa belanja"
Pengguna Google,1,2025-03-14 12:04:57,"E-commerce paling ampas, tidak ramah buat UMKM, apa2 sulit, apa2 di batesin, ribet."
Pengguna Google,1,2025-03-14 11:56:52,Tolong pihak tokopedia blokir marcant2 yg penipu saya baru saja membeli barang yg tidak sesuai dengan deskripsi yaa tolong blokir mercant yang bernama GB'MART dari bandung Sudah banyak menipu orang saya minta pengembalian dana tolong kembalikan dana saya
Pengguna Google,5,2025-03-14 11:37:17,sangat membantu praktis semuanya ada
Pengguna Google,2,2025-03-14 11:29:42,Aneh katanya gratis ongkir eh aku mau beli ongkir nya berapa 300k ongkir doang padahal murah yang saya pesen sekitar 100k
Pengguna Google,5,2025-03-14 11:17:52,kau memang terbaik man
Pengguna Google,4,2025-03-14 11:12:46,Kenapa sekarang kalo mau bayar ga bisa di gabungkan sama gopay?
Pengguna Google,1,2025-03-14 11:02:50,KALOK GA NIAT NGASIH DISKON VOUCHER GA UDAH DI KASIH. TERLANJUR DI BAYAR SUSAH PAYAH HARUS KE INDOMARET DULU HABIS DI BAYAR MALAH DI BATALKAN. KOCAKK INI MEMANG TOKOPEDIA. NYESELLL PAKE APLIKASI GA GUNA INI. PALING COCOK EMANG BINTANG 1 AJA. MEMANG GAK GUNA INI APLIKASI
Pengguna Google,5,2025-03-14 10:42:09,good bbyk gratis ongkir
Pengguna Google,1,2025-03-14 10:37:09,"ini bug atau gimana gtau semua barang gabisa cod walapun ada label bisa cod,mending tutup aja dah kalo masalah ginian gabisa diatasin"
Pengguna Google,1,2025-03-14 10:34:26,"Gratis ongkir semakin pelit, kita dipakybeli barang mahal baru dapat gratis ongkir"
Pengguna Google,5,2025-03-14 09:56:25,Tokopedia yg terbaik
Pengguna Google,1,2025-03-14 09:50:00,"Dulu bisa menggunakan multi metode pembayaran, tapi sekarang tidak bisa"
Pengguna Google,5,2025-03-14 09:49:30,saya baru gabung tapi say tau tokopedia sangat lah bagus
Pengguna Google,3,2025-03-14 09:46:34,"Tanda notif chat penjual gak ilang2, padahal chatnya udah dibuka semua"
Pengguna Google,5,2025-03-14 09:46:06,Tokopedia memang Okeee
Pengguna Google,1,2025-03-14 09:22:03,"Sangat lama dalam proses penanganan, serta kurang sigap dlm melayani kepuasan konsumen"
Pengguna Google,1,2025-03-14 09:21:14,"Saya pengguna setia Tokopedia, setelah update per tanggal hari ini jadi ga bisa akses etalase dan berbelanja. Aplikasi mahal tapi jelek amat."
Pengguna Google,1,2025-03-14 08:24:40,"Lemot & jauh lebih mahal d banding toko sebelah,seller sama & produk ny sama,tpi harga ny bisa lbih mahal d tokped itu gimana,Hadeehhh"
Pengguna Google,5,2025-03-14 06:13:56,"MUDAH""AN BAROKAH DAN BERMANFAAT"
Pengguna Google,1,2025-03-14 05:59:33,"Sekarang jadi gimik harga murah pas pencarian, begitu di check out harga mahal. Udah mirip shopee. Lama2 gua uninstall juga nih"
Pengguna Google,4,2025-03-14 05:44:00,Knp yahh kalau belanja di Tokopedia barang nyampe tuh hampir semingguan 😭😏 lama bettt
Pengguna Google,5,2025-03-14 05:37:21,mudah dlm bertransaksi
Pengguna Google,3,2025-03-14 04:54:10,"Tdnya saya bintang 5, cuma di karenakan pengiriman selalu sangat amat lamaa padahal barang di daerah yang sama. tolong ya tokopedia🙏🏻"
Pengguna Google,3,2025-03-14 04:38:00,Mengapa tiap bulan harus diupdate?
Pengguna Google,1,2025-03-14 03:53:12,"Pengiriman lelet,jarak deket aja ampe 3 hari,,,"
Pengguna Google,5,2025-03-14 03:42:21,"belanja mudah dari rumah ga pakai susah semua serba murah dan meriah, ubur- ubur ikan lele, belanja le."
Pengguna Google,1,2025-03-14 03:14:05,aplikasi ga jelas mau bayar malah ga bisa bikin ribet diri sendiri mending apk oren
Pengguna Google,5,2025-03-14 02:17:46,kata orng aplikasi ini jelek padahal mah Menurut saya aplikasi ini bagus mungkin hp mereka aja kali yang lemot jaringan nya
Pengguna Google,5,2025-03-14 02:06:44,mantep ga pake ribet
Pengguna Google,5,2025-03-14 01:40:52,terima kasih atas pelayanannya
Pengguna Google,1,2025-03-14 01:14:47,aplikasi jelek bentar2 minta ubdet
Pengguna Google,5,2025-03-14 01:03:13,"Ini kenapa Tokopedia kocak, gal bisa ngasih ulasan wkwkwk aduh aduh"
Pengguna Google,1,2025-03-14 00:34:49,Saldo refund saya kagak balik
Pengguna Google,1,2025-03-14 00:29:03,ONGKIR NYA JIRR GA NGOTAKKK
Pengguna Google,4,2025-03-14 00:16:21,semoga bisa jadi lebih baik
Pengguna Google,1,2025-03-13 23:44:46,"gak tau dimana letak salahnya apakah dari bank yang saya gunakan,atau Tokopedia nya, saya co dengan nominal yang lumayan besar tapi gak ada konfirmasi di akun nya,tapi saldo saya sudah berkurang chat cs nya slow respon bangettt ishhh"
Pengguna Google,5,2025-03-13 23:41:40,biar bintang yang bicara
Pengguna Google,1,2025-03-13 23:39:06,"Buat yg belanja ditoko pedia hati-hati karna banyak penipuan,dan tokopedia tutup mata,pengembalian dana pun prosesnya sangat lama, Ga pernah beres belanja ditoko pedia... Pelayanan buruk,pengiriman lama,penangan lemot,cs nya ga jelas,,,banyak penipunya"
Pengguna Google,5,2025-03-13 23:38:15,"pengiriman barang cepat ,barang bagus sesuai pelayanan baik ,menyediakan barang sesuai kebutuhan semua kalangan rumah tangga kantor dan lainnya,harga terjangkau dari semua kalangan ekonomi,murah meria praktis tanpa keluar rumah cari tokoh belanja pokoknya kapan saja dimana saja kita butuh sesuatu semua ada di tokopedia, jadi mari belanja di tokopedia tanpa ragu barang barangya yg ada semua punya kwalitas terbaik dan bermutu tidak ragu lagi ayo belanja sekarang ajak teman dan keluarga semuan"
Pengguna Google,1,2025-03-13 23:11:30,kecewa BGTT sama Tokopedia saya pengguna pertama diskon nya gede TPI kenapa kalo buat pesanan pasti (dibatalin sistem)kalo dibatalin doang sih gpp TPI diskon nya ikut ilang juga padahal saya kan belum belanja apa2 sengaja bgt kayak nya pas saya nanya ke toko nya juga katanya yg batalin aplikasi..pls lah kenapa sama diskonnya ikut hilang harga juga balik ke semua :(( kecewa pisan padahal pengguna pertama loh
Pengguna Google,1,2025-03-13 23:05:41,"Aku memang pertama kali belanja pake tokped ini, cuma aku pengajuan buat pembatalan pembelian susah banget, harus ada persetujuan dari sellernya, sedangkan seller nya sama sekali engga ada respon apapun saat aku chat. Pesanan aku masih di proses sampai sekrang, ga di kirim². Gatau nanti malem bisa batal otomatis atau ngga, kalaupun ngga jugaa aku gaterima sii kalau saldo ku ketahan di tokped gara gara pesenan ku ga dikirim"
Pengguna Google,4,2025-03-13 23:03:20,kalau login kode verifikasi nya jangan kecepetan lah masa satu menit mohon di perbaiki sihh
Pengguna Google,5,2025-03-13 22:58:19,"memuaskan...belum pernah ada masalah..masih satu""nya yg saya pakai untuk belanja juga jualan..."
Pengguna Google,3,2025-03-13 22:29:53,Notifikasi telat dan bahkan tidak ada meski sudah di izinkan semua settingan
Pengguna Google,5,2025-03-13 22:16:05,terima kasih toko pedia belanja cepat.gagal cepat juga uang masuk ke saldo
Pengguna Google,1,2025-03-13 21:43:59,"semakin susah nyari barang di sini,bikin bangkrut orang yang sedang usaha."
Pengguna Google,5,2025-03-13 21:37:02,oke banget membantu kalo gak punya kes bisa pakai dana
Pengguna Google,1,2025-03-13 21:05:33,"narik saldo dari saldo tokopedia ke rekening lamanya setengah mampus, CS nya slow respon malah dimintain foto ktp sama buku tabungan, udah dikasih pun masih lama juga dikirimnya padahal posisi lagi bener² butuh uangnya, tolong perbaiki sistem bobrok ini, lo kan punya database bisa dong dimanfaatin sebaik mungkin jangan malah nyusahin konsumen"
Pengguna Google,1,2025-03-13 20:42:51,Kenapa gak bisa rubah rating toko pasti alasanya sedang sibuk. 😡😡😡
Pengguna Google,3,2025-03-13 20:36:10,"Kenapa Tokopedia tidak membuat kurir khusus seperti aplikasi oren? Melalui J*E dan sicep*at adalah sebuah kesalahan, kurir mereka niat gak niat mengirim paket, sampai 3 hari paket saya di tangan kurir"
Pengguna Google,1,2025-03-13 20:26:12,scam kalo kasih promo (dibatalkan oleh sistem)
Pengguna Google,1,2025-03-13 20:05:50,parah ini tokped masa pesanan belom sampai_sampai alasan alamat tidak di temukan padahal di situ kan alamat sudah di sediakan pinpoint
Pengguna Google,3,2025-03-13 19:58:54,"sebenarnya bagus cuma dipengiriman aja lamanyaaa ,,, adakah pilihan kurir lain ?"
Pengguna Google,5,2025-03-13 19:53:10,Makasih ya Tokopedia ada diskon 80% di bulan ramadhan aku jadi bisa beli sepatu buat sekolah😭😭
Pengguna Google,5,2025-03-13 19:36:05,Balanja yg tepat d tokopedia
Pengguna Google,3,2025-03-13 19:33:40,"klo belanja terserah pembelinya lah mau asuransi apa ngk, ini otomatis diasuransiin sama aja bayar ongkir itumah"
Pengguna Google,5,2025-03-13 19:29:59,toko oedia memeng mantaff...
Pengguna Google,1,2025-03-13 19:16:40,"Kurir rekomendasi tolol banget yang bikin fitur ini. Potongan besar, tapi kirim lama krna dioper2 jasa kirim berbeda. Bego sih yg bikin."
Pengguna Google,3,2025-03-13 19:13:26,Saya beli cod sama kurir mlh di bayarin mentang2 murah......kocak saya kn pake vocer. Maen suksesin aja paket orng...
Pengguna Google,1,2025-03-13 19:10:30,Bayak penjual nakal di toko pedia barang sampah dijual
Pengguna Google,4,2025-03-13 19:09:52,"Saya memang sering belanjan di tokopedia, tapi tolong walau kalian promosi iklan tampilan baru, tolong jangan di tampilkan di bagian notifikasi harusnya pas user buka Applikasi tokopedia aja, kalau hp nya ram dan procesoore mumpuni, boros batray."
Pengguna Google,2,2025-03-13 18:54:04,wajar ini aplikasi ga laku. aplikasi cacat cuiiih 💦💦💦
Pengguna Google,1,2025-03-13 18:51:10,Aplikasinya loading trus
Pengguna Google,1,2025-03-13 18:47:22,"Respon tokopedia lama sekali, lenih dari 2 jam tidak dibalas. Gimana ini ga dapet solusi"
Pengguna Google,2,2025-03-13 18:42:22,Mohon untuk informasi paketnya di akuratin lagi dan terkadang informasi nya stuk
Pengguna Google,1,2025-03-13 18:31:45,jelek bet Jing gw pesen udah bayar pake qris eh dtang nya cod jdi bayar 2 kli gw
Pengguna Google,1,2025-03-13 18:02:44,aplikasinya sudah ku uninstall banyak bugnya dulu padahal bagus
Pengguna Google,1,2025-03-13 17:22:44,"kenapa dulu belanja pakai payletter lancar2 aja, nggak pernah telat bayar tiba2 kok nggak bisa belanja pakai payletter....ya terpaksa pindah ke toko lain....."
Pengguna Google,4,2025-03-13 17:01:11,"saya pengguna tokped sejak 2023 dan aman² saja lalu saya upgrade ke PLUS dan ini adl bulan ke 4 saya pake PLUS & ya begitu menarik saya mendpt fitur 100% gratis ongkir tanpa minimum belanja walaupun belanja kurang dari 10k & hampir semua bisa COD tp tiba² kemarin saat saya ingin belanja utk kebutuhan mama saya tiba² bleng semua gak bisa COD & ongkir tiba² tidak 100% gratis,satu hal lagi akhir² ini app sering nge lag & loading lama,tdk muncul gbr pdhl buka app yg lain aman² saja.Maaf saya kecewa."
Pengguna Google,1,2025-03-13 16:50:51,tolong untuk jasa kurir kiranya bisa di riview juga (dikasih bintang)..tolong di bantu kasih bintang 1 yg lain..semakin banyak yg riview jelek baru ada kebijkan dr pihak tokped..blum ada update dr tokopedia untuk meriview jasa kurir.. masak kalah dr app sebelah
Pengguna Google,5,2025-03-13 16:41:50,Sangat bagus dan memuaskan
Pengguna Google,5,2025-03-13 16:33:37,Asu ransi maksa banget!
Pengguna Google,2,2025-03-13 16:32:29,"Semakin sering diupdate kok makin jelek nih Tokopedia. Kemarin2 saya suka belanja disini, skrg cuma jadi opsi kedua. Saya ada pengalaman gak nerima chat dari seller, alias chat gak muncul di notifikasi, dan baru ada saat transaksi sudah selesai. Gimana tuh? Review pembeli juga gak bisa direvisi. Mau nambah bintang atau mengedit ulang review sekarang gak bisa. Yang terakhir, kenapa kupon diskon/promo yang sebanyak itu malah gak bisa dipake samasekali? Banyak promo doang tapi zonk. 😓😓"
Pengguna Google,1,2025-03-13 16:04:35,sudah 1 minggu lebih tidak dikirim dan tidak ada tombol pengajuan pembatalan
Pengguna Google,3,2025-03-13 15:59:34,Aplikasi ini mengecewakan harus nya tokok yang terjual nya sedikit jangan muncul di beranda teratas.. Banyak penipuan toko
Pengguna Google,1,2025-03-13 15:10:21,"UI sampah, balik ke UI awalh lah"
Pengguna Google,1,2025-03-13 15:03:58,Sistem nya jelek gk kyk shopee.. D shopee walaupun flashsale payment mendekat i 24 jam masih bisa ga d batalin. D tokped flashsale payment nya bbrp jam malah dibatalin krn stok habis. Masih sama kyk dulu Pesanan sering dibatalkan atau gk gitu hilang. Auto hapus akun + uninstall Tokopedia deh. Nyebelin.
Pengguna Google,5,2025-03-13 14:55:26,posisi saya d Singapur gak ribed buat beli perlengkapan buat orang rumah terimakasih ☺️
Pengguna Google,1,2025-03-13 14:42:05,Tambah jelek aplikasinya
Pengguna Google,1,2025-03-13 14:40:06,Kenapa kalo mau beli barang gak ada tulisan batal supaya gak jadi beli udh mahal² lagi hapus aja dari play store dehh
Pengguna Google,1,2025-03-13 14:00:47,Susah untuk mendaftar
Pengguna Google,1,2025-03-13 14:00:32,"CACAT NO RECOMENDED,,BUG SAAT METODE PEMBAYARAN LAIN NYA"
Pengguna Google,5,2025-03-13 13:56:23,tkpedia Sangat dipercaya cepat dan sukses
Pengguna Google,5,2025-03-13 13:49:35,Aplikasi ini bagus banget untuk belanja online
Pengguna Google,1,2025-03-13 13:40:28,Tokopedia sangat penting namun saya tidak membutuhkan itu saya beralih ke Shopee sekarang
Pengguna Google,5,2025-03-13 13:36:36,sangat mudah cara pembayaran lewat Tokopedia makasih 🥰🥰🥰
Pengguna Google,1,2025-03-13 13:30:39,Saya ga suka sama pembaharuan beranda sekarang.. pesan di gabung sama notif Jadi berantakan saya rasa Di kiranya pesan ternyata notif ga penting Sama witlist di bawah beranda iconya di ilangin..itu yang penting malahan. Pembaharuan bukanya lebih nyaman malah bikin ruwet..😡😡 Update terus..malah makin ga jelas dan ribet..icon wist list d bawah jgn d ilangin..
Pengguna Google,1,2025-03-13 13:07:51,Buruq bngt ga bisa cod dan mahal banget mau verifikasi nomer ngga jadi ulang2 terus
Pengguna Google,1,2025-03-13 12:57:59,"Ini kenapa setiap buka Tokopedia muncul keterangan shake shake mlu, sedangkan hape gk digoyangin ganggu banget sampe hp mau error, Jd gak bisa buka dan liat penjualan. Aneh lama2 ini tokped !!!"
Pengguna Google,1,2025-03-13 12:54:33,Barang saya tidak pernah datang kalo beli di apk ini kalau say beli di toko Oren 1-2hari sudah sampai
Pengguna Google,1,2025-03-13 12:49:49,"cs nya lambat sekali ,promo tidak jelas"
Pengguna Google,1,2025-03-13 12:47:50,"Makanx jgn download n gunakan aplikasi ini, bikin rugi penggunanya 😭😭😭"
Pengguna Google,1,2025-03-13 12:17:33,Pelayanan buruk kendala tanpa solusi dana pengembalian barang bermasalah tidak jelas.. Wajar kalau banyak yang enggan belanja di Toped ..
Pengguna Google,1,2025-03-13 12:10:08,Ramadhan ekstra seru bagaimana? Kupon tidak menarik Tidak ada event menarik Semuanya ABU ABU SEMU DROP BANGET SEKARANG TOKOPEDIA
Pengguna Google,5,2025-03-13 11:58:19,sangat bagus murah pula
Pengguna Google,5,2025-03-13 11:43:20,so simple for anything
Pengguna Google,1,2025-03-13 11:38:40,cuman mau ganti no hp.lama banget
Pengguna Google,1,2025-03-13 11:23:57,Ongkir pengembalian retur saya ga diganti..penjual yg salah saya yg rugi!!!!!!!
Pengguna Google,5,2025-03-13 11:10:11,transaksi cepat dan murah
Pengguna Google,1,2025-03-13 11:09:15,Kalo buruk terus..Mending gk uasah ada apliksi tokopedia. E-comers yg lain udh ckup kayanya di indonesia.
Pengguna Google,1,2025-03-13 11:07:55,Aplikasi jelek CS nya noob pake bot Ga kaya shopee
Pengguna Google,1,2025-03-13 11:06:13,"Mau nyari diskon malah tekkor🤣, ga banget Pas d CO ada diskon minyak goreng. Pas udah d bayar. D cancel aplikasi nya dong Trus uang nya jd saldo Tokopedia Trus kita tarik malah d ptong Hadeh penipu"
Pengguna Google,2,2025-03-13 11:06:06,Jelek sekali...2bulan terakhir ini...sudah di uninstal di instal lagi malah ga bsa dipakai belanna
Pengguna Google,1,2025-03-13 10:56:07,Gila mahal kali baramg dan ongkos kirim di sini
Pengguna Google,4,2025-03-13 10:42:51,"Sekarang serba gampang, belanja dari rumah menggunakan Aplikasi Tokopedia,"
Pengguna Google,1,2025-03-13 10:15:43,"Ga jelas bgt minta update , udah update berkali lali tetep minta update ga bisa dibuka anehh bgt"
Pengguna Google,5,2025-03-13 10:06:21,Belanja mudah dan banyak diskon di toko pedia
Pengguna Google,1,2025-03-13 09:49:50,"Respon customer service kaya BOT cuma suruh nunggu persetujuan dari seller aja kalo barang di cancel, pesan dari tgl 11 sampai tgl 13 belum di proses, saya cancel tapi disuruh nunggu persetujuan seller nya sedangkan seller sudah saya spam chat ga ada balasan. Kalau toko nya ga aktif lama tuh saran saya blacklist aja daripada uang customer ga dibalikin"
Pengguna Google,5,2025-03-13 09:34:20,"toped memberikan kemudahan tuk bisa mndptkn brg yg diinginkan dg kartu kredit BRI, bekerjasama dg toped...thanx🙏"
Pengguna Google,5,2025-03-13 09:25:57,murah belanjanya mudah bayarnya
Pengguna Google,5,2025-03-13 09:20:01,saldo digopay kalau di update koh hangus ya
Pengguna Google,2,2025-03-13 08:44:32,Sekarang gk bisa liat status online toko jd gk tau toko tutup apa gk.sistem pembatalan ribet hrs nunggu berhari2 nunggu pembatalan sistem kl toko gk ada respon.semoga ada perbaikan.
Pengguna Google,1,2025-03-13 08:28:39,pelit gratis ongkir terkadang gratis ongkir gabisa di pakek perbaiki lagi
Pengguna Google,1,2025-03-13 08:21:17,Paket dipesan tak sampai -sampai diaplikasi ini buruk
Pengguna Google,1,2025-03-13 07:48:55,"Toped tidak sebaik dulu guys, tadi pas mau belanja tiba2 pesanan di batalkan system terus promo nya hilang padahal masih ada jangka waktu yg panjang"
Pengguna Google,1,2025-03-13 07:36:59,"Hilang respek,sudah seminggu paket saya belum sampai juga,dikomplain admin Tokopedia malah ditolak"
Pengguna Google,2,2025-03-13 07:33:52,Saya pesan sudah dibyar pkai m backing bri kok g dikemas malah menunggu konfirmasi emang ada yg salah ???
Pengguna Google,4,2025-03-13 07:30:36,Semoga sllu banyak promo dan diskon
Pengguna Google,5,2025-03-13 07:11:51,"Kalau ada problem ma seller dah kaya mo ribut , ngotot 2an , seller yg salah kita minta ongkir kirim ma onkir retur ga mo tau seller, jadi mesti Nerima dengan nyesek barang yg ga sesuai deskripsi . Tokopedia turun tangan lah"
Pengguna Google,5,2025-03-13 06:55:01,Selalu belanja pakai Tokopedia
Pengguna Google,1,2025-03-13 06:30:12,Apk tai ga kaya lzda shopi
Pengguna Google,1,2025-03-13 06:20:20,"Saya pengguna Toped sudah sejak lama, skrg TDK lagi karena ongkir terlalu mahal, kalau mau banyak pengguna kuncinya adalah bebas ongkir, seperti di apk sebelah yg menawarkan bermacam2 diskon 😎"
Pengguna Google,1,2025-03-13 06:19:14,Tiba tiba semua transaksi lenyap dan yang sedang berlangsung pun lenyap
Pengguna Google,5,2025-03-13 06:11:05,mantapp tingkatkan kualitas lagi yaa semangat
Pengguna Google,5,2025-03-13 05:54:50,sukses untuk tokpedia
Pengguna Google,5,2025-03-13 05:47:04,Mantap dan aman barang ya sampai tujuan
Pengguna Google,1,2025-03-13 05:41:07,Kenapa saya tidak dapat diskon spesial ramadhan ya
Pengguna Google,1,2025-03-13 05:26:01,"Cacat, saldo refund ditahan berhari hari."
Pengguna Google,1,2025-03-13 05:16:25,"Ada kendala,tpi slow respon + tidak ada solusi"
Pengguna Google,1,2025-03-13 05:09:01,"Setelah update, mesti download dll nya dulu... Sudah 15 menit tidak bisa masuk ke halaman pembayaran. Tiap diharuskan/dipaksa update, ada tambahan download bagian lain juga. Update lagi Maret 2025, video iklan tidak bisa dihentikan. Tombol mematikan ""Putar Video Otomatis"", hanya hiasan! Palsu! Tidak Berguna! Karna video tetap berjalan dan menyedot kuota, bagi pengguna hp seperti saya. Toko-toko yang sudah tidak aktif, ataupun barang-barang yang stoknya kosong, masih tetap muncul dalam pencarian!"
Pengguna Google,1,2025-03-13 03:52:14,1 aja blm ada paylaterny
Pengguna Google,5,2025-03-13 03:51:58,Alhamdulillah dapat harga murah
Pengguna Google,5,2025-03-13 03:34:18,"aplikasinya semakin bagus, belanja puas banyak bonusnya, konsumen betul betul dilindungi dari penipuan penjual"
Pengguna Google,5,2025-03-13 02:41:01,mudah dan menyenangkan
Pengguna Google,1,2025-03-13 02:17:53,Aplikasi berat loadingnya susah lemot
Pengguna Google,5,2025-03-13 02:12:42,Tokopedia mantaaap berkah Ramadhan membawa berkah utk kita semua Aamiin
Pengguna Google,3,2025-03-13 01:51:47,Aplikasinya bagus recommended
Pengguna Google,1,2025-03-13 01:37:45,Tolong Tokopedia untuk menyediakan diskon 70% buat pengguna baru lagi karena sekarang diskonya semakin gak ada
Pengguna Google,3,2025-03-13 01:35:36,"Fitri ulangi beli lagi, blm ada"
Pengguna Google,1,2025-03-13 00:30:50,pelayanan aplikasi buruk
Pengguna Google,1,2025-03-12 23:26:52,"2 kali co, 2 kali juga dibatalin sistem"
Pengguna Google,1,2025-03-12 22:56:29,"saya penguna baru,promo pertama cek out tidak bisa di pakai,penipu cuma imingiming"
Pengguna Google,4,2025-03-12 22:47:05,baru download blm dicoba
Pengguna Google,5,2025-03-12 22:37:52,keren gan sekarang bisa konek ke tiktok paylater
Pengguna Google,5,2025-03-12 22:26:31,keren.... ternyata bisa bayar PBB di Tokopedia.
Pengguna Google,2,2025-03-12 21:27:30,Sangat kecewa karena bekerja sama dengan J&T Ekspresi pengiriman super lama melewati estimasi 👎👎👎
Pengguna Google,1,2025-03-12 21:25:48,"Penipuan konsumen, ada promo tapi selalu ditolak pembeliannya. Dicoba berkali2 tetap ditolak sampai semua promonya habis, terakhir coba beli tanpa promo di toko yg sama malah berhasil. Jadi apalagi kalo bukan penipuan konsumen?"
Pengguna Google,1,2025-03-12 21:17:01,Kenapa harus ada promo kalo gabisa pake promo
Pengguna Google,1,2025-03-12 20:59:11,"MAU KOMPLAIN KE SELLER, SELLER MINTA KIRIM VIDEO UNBOXING DALAM CHAT. SEDANGKAN DI APLIKASI TOKOPEDIA INI, TIDAK BISA MENGIRIM VIDEO LEWAT CHAT. RIBET BANGET. MEMPERSULIT PEMBELI. APLIKASINYA TIDAK EFISIEN. UNTUK BELANJA BIASA, NYAMAN. TAPI KALAU ADA MASALAH, SANGAT SULIT UNTUK DISELESAIKAN. JADI LEBIH NYAMAN DI TOKO SEBELAH. CAPEK BANGET, BELI BARANG GA SEBERAPA TAPI SULIT DAPAT SOLUSI. BENER-BENER GA EFISIEN DAN JAUH DARI NILAI APLIKASI BELANJA ONLINE."
Pengguna Google,1,2025-03-12 20:52:55,"Sangat amat buruk, paket yang aku beli belum AQ terima, saya komplain berkali kali, hasilnya nol, dan saya jg belum menekan tombol terima barang. Dan knp dana saldo sdh di teruskan ke penjual, seharusnya Tokopedia bisa menengahi.gak keburu saldo dana di teruskan ke penjual, saya sangat di rugikan!!!!"
Pengguna Google,5,2025-03-12 20:32:45,mantap... mudah.. dan nyaman
Pengguna Google,1,2025-03-12 20:06:18,kalo bisa ga ada bintangnya ga tak kasi ini mentok satu bintang geh ini semenjak udet Maren jadi kalo pemnbuka kranjang atau langsung beli loding nya lama bat
Pengguna Google,2,2025-03-12 19:47:12,Ngasih Promo pengguna baru Ga bisa di Pakai setelah Ter cancel stok habis.
Pengguna Google,1,2025-03-12 19:25:27,"Hapuslah sicepat jangan pake sicepat, pengiriman super super lama"
Pengguna Google,3,2025-03-12 19:23:43,"Berharap ongkir Rp. 0,- tanpa minimal belanja dan bisa request kurir tanpa rekomendasi² an, Belanjanya tidak bisa digabung dengan gopay coin, Pelayanan agar sedikit dipercepat proses komplain dan pengembalian dananya jika mengalami masalah, Fitur Diskusi agar diaktifkan kembali agar bisa jadi pertimbangan saat pembelian supaya mencegah penipuan. Semoga direspon... 🙏🏻😊"
Pengguna Google,1,2025-03-12 19:11:35,ini Tokopedia ada masalah apa sih setiap mau liat produk gangguan mulu keterangan nya.
Pengguna Google,5,2025-03-12 18:45:49,Ga salah pilih deh belanja ditokopedia barangnye bagus bagus... Yg lebih asiknye lg bisa COD jd ga repot deh.. Pokonye maju terus TOKOPEDIA..
Pengguna Google,4,2025-03-12 18:22:54,"tokopedia sekarang pelayanan nya bagu. Aku ngajuin garansi claim kukira gk bakal direspon, tapi gk nyangka aku diemin aja ku ikhlasin claim nya eh malah sampe di chat wa trus ditelp bahas garansi. Tapi masih ada beberapa fitur yg perlu diperbaiki masih ada bug"
Pengguna Google,5,2025-03-12 18:14:41,"Pengajuan cicilan, mantap ga pake ikan lele...ga bertele tele...le"
Pengguna Google,1,2025-03-12 18:03:06,Mantap eror terus setelah update
Pengguna Google,5,2025-03-12 17:58:01,GO-PAY later kok gak bisa lagi di gunakan ya
Pengguna Google,2,2025-03-12 17:57:20,Barangnya murah ongkirnya waduh
Pengguna Google,1,2025-03-12 17:53:34,Komplain aku kok malah diabaikan dana diteruskan ke penjual paket yg aku beli gak perna aku terima pokok nya janji saya gak ikhlas dunia ahkerat itu uang dimakan ama org yg jualan ditokped gak amanah jualan nya
Pengguna Google,4,2025-03-12 17:07:20,"Saya harap kedepannya fitur² di Tokopedia di buat lebih jelas,lebih mudah dipahami,dan saya mau bilang pada saat saya tidak sengaja menghapus aplikasi Tokopedia lalu menginstal lagi saya tidak bisa masuk ke akun saya lagi min padahal semua opsi sudah saya lakukan namun masih tidak bisa login.terima kasih salam dari Toppers sehat selalu 😁🙏"
Pengguna Google,5,2025-03-12 16:47:09,Packingan bagus dan cepat sampai
Pengguna Google,3,2025-03-12 16:31:56,Lambat banget bukanya cape nungguin
Pengguna Google,5,2025-03-12 16:28:56,keren banget murah lagi dari pada yang sebelah makasih ya karna terjangkau bisa buat kebutuhan saya dan yang lain juga thebest lah pokoknya
Pengguna Google,2,2025-03-12 15:51:26,Tambahin fitur gambar map pas lacak paket jdi tau sampe mana² nya
Pengguna Google,3,2025-03-12 15:43:38,"Di kasih bintang 3 dlu, soalnya gk bisa cod"
Pengguna Google,2,2025-03-12 15:43:10,"saya pengguna baru mungkin memang kurang memahami syarat dan ketentuan serta belum sepenuhnya menyetel akun saya karena saya butuh barang urgent, tp pesanan sy berakhir dibatalkan dg alasan memakai diskon yg berkelipatan pdhl di proses pembayaran sebelumnya boleh... pdhl sy cukup puas karena dg cepat menemukan barang yg saya butuhkan tp berakhir seperti ini...."
